sentenca,categoria
"adorei a comida do divino fogao, é tudo muito bem feito e lindo, com um profissionalismo sem igual, muito bom","comida,serviço"
"Ambiente reformado, salão refrigerado, bom espaço e muitas mesas faz do Bom Prato uma boa pedida para um almoço de negócios ou com amigos, o serviço é correto e ágil, a comida e simples porem muito boa especialmente a carne de sol, cerveja bem gelada...Mais","bebida,ambiente,comida,serviço"
"Melhor experiência, ótima comida.","geral,comida"
"Avaliações positivas, espaço para crianças, aparente sucesso de uma rede de restaurantes, tudo poderia indicar uma excelente experiência.","geral,ambiente"
!Também foi servida um cerveja artesanal muito boa!,bebida
Boa carta de vinos.,bebida
Boa opção para provar o típico café regional.,bebida
O melhor atendimento e os sabores maravilhoso super organizado !,"serviço,comida"
Gente esse lugar é incrível vale muito tomar um bom café aí.,"bebida,geral"
"Excelente atendimento, boas carnes, local para uma boa reunião de negócios e curtir com a família !!","serviço,comida,geral"
Péssimo só tem gente escrota principalmente as garçonetes e a gerente e a dona pq o dono é gente boa,serviço
Foi uma experiência horrível.Eu não recomendo!,geral
"Recomendo o café mocha, que além de barato estava delicioso!","bebida,preço"
Foi ótima experiência local agradável e ótima comida e excelente atendimento!,"geral,comida,serviço"
Café excelente.,bebida
"Ótimo lugar, e ótima café da manhã","comida,geral"
"Não é o melhor hambúrguer, mas você não ficará desapontado com expectativas médias.",comida
No valor do rodízio estão incluso as bebidas (sucos naturais e refrigerante).,outros
Porções e sabores generosos.,comida
Um lugar muito bom para almoço principalmente aos sábados... tem uma feijoada daquelas... cerveja muito gelada.,"bebida,comida,geral"
"Bom lugar, localizado no centro comercial do Condomínio Mundi, ambiente casual, música ás vezes alta, petiscos bons e o melhor coxão da cidade, tem mesas externas, transmissão de jogos e lutas.","geral,ambiente,comida"
Fico extremamente feliz por perceber a evolução dos serviços na minha cidade agora.,geral
Tomamos um café regional delicioso.,bebida
"Preços normais, sem opções de cerveja artesanal e com opções de petiscos.","bebida,comida,preço"
"Muito boa experiência, garcon Everton é extremamente atencioso....","geral,serviço"
"Em vez disso, irei ao Hell's Kitchen para uma experiência gastronômica adequada.",comida
"Cristiano Brito ótimo atendimento,gente boa!",serviço
Boas cervejas artesanais e cachaças pra degustar em acompanhamento aos famosos petiscos.,"bebida,comida"
Melhor Opção de Rodízio de Carnes é um Buffet completo,comida
"Melhor atendimento, melhores hambúrgueres (e batata rústica), ambiente agradável demais, e melhores quadrinhos (amo).","serviço,comida,ambiente"
Infelizmente não tive uma boa experiência e a conta saiu bem cara.,"geral,preço"
"Péssima experiência,  buffet  pobre, carnes duras, poucas guarnições, não recomendo,além disso, preço caro, pelo custo x benefício!","geral,comida,preço"
"Otimo ambiente, possui um estacionamento pequeno porém existe outro do outro lado da rua do restaurante do mesmo grupo.","ambiente,localização"
restaurante de primeira com carnes exóticas mas muito deliciosas.,comida
Experiência excelente!,geral
"Bom café, boa tapioca e omelete de qualidade!","bebida,comida"
"Boa experiência gourmet , com.pratos e drinks bem elaborados, destaque para os camarões","bebida,comida"
"Não tinham os sucos regionais, apenas laranja, limão e abacaxi.",bebida
Pra quem  gosta de tomar uma cervejinha ao ar livre e bater um bom papo no centro histórico de Manaus eh a melhor pedida.,"bebida,geral"
Experiência maravilhosa!,geral
"Ambiente agradável, musica muito boa, destacando o atendimento excelente do garçom Afonso ele fez a diferença nessa experiência ótima postura e sempre Cortez e educado, melhor atendimento que já tivemos com certeza voltaremos","serviço,ambiente"
"Um dos melhores Carrés que já comi, tem um Arroz a Parmegiana divino.. Uma excelete carta de vinhos e o melhor diversão garantida para crianças!!","bebida,comida,ambiente"
Uma ótima experiência gastronômica.,comida
Café muito bom.,bebida
"Carnes saborosas, porem não em alta quantidade como eu esperava pelo preço cobrado.","comida,preço"
"No restaurante Picanha Mania em Manaus a  comida e picanha de ótima qualidade, tendo picanha com ou sem sangue que foi a que comi, ambiente  amplo e climatizado, com opção para negócios e comemoração entre amigos na parte de cima, ótimas sobremesas, mas deixa a...Mais","comida,ambiente"
"Atendimento foi rapido, o local não estava tão cheio no horário que eu fui, existe uma bancada com opções de buffet café da manhã e existe um cardápio simples porém objetivo e com uma diversidade ok de opções,  no geral uma boa opção para tomar café,  principalmente por estar próximo a samel , então se estiver aguardando algo demorado no hospital vale a pena ir tomar um café ali.","bebida,comida,serviço"
"Pra quem quer comer uma boa costela no bafo com cerveja gelada, aqui é o lugar.","bebida,comida"
"Lugar aconchegante, um ótimo churrasco, além de doces muito gostosos!","comida,ambiente"
"A churrascaria serve boas carnes, tem um atendimento primoroso e o preço e um tanto caro.","comida,serviço,preço"
É sempre uma experiência incrível!,geral
"O cookie surpreendeu   é bom, um pouco doce como a maioria dos doces brasileiros,  mas e bom",comida
"Local agradável, possui rodízio de sushi (R$ 39.90) com diversos sabores, inclusive especiais, atendimento maravilhoso, estacionamento gratuito para clientes, em frente, funciona até 23 horas.","geral,serviço,localização"
"Gostei muito do ambiente, do atendimento e da comida, recomendo muito o local principalmente para as pessoas que gostam de café regional.","bebida,ambiente,comida,serviço"
"Ao chegar, já fui recebida com um delicioso caldo de tambaqui e dali por diante tive uma experiência fantástica com a culinária Amazonense.",comida
"Ótimas carnes sabores, grandes variedades de porções no cardápio, muito bom!",comida
Lugar muito bom pra tomar uma cerveja gelada..,bebida
"Fomos a pizzaria pela boa avaliação desse site, mas não tivemos uma experiência boa: pizza crua, sem molho, massa sem tempero, pepperoni sem gosto e catupiry de marca genérica.",comida
"Cerveja gelada, preço na média do mercado!","bebida,preço"
"Lugar animado, boa experiência gastronômica, passeio de SUP pelo Rio Negro, lounges, mesas ao ar livre, música de boa qualidade,  piscina no rio Negro, vista linda p o pôr do sol, banheiros limpos,  traslado de barco até o bar e atendimento atencioso pelo garçom Marcos.","ambiente,comida,serviço"
E a melhor Pizzaria de Manaus tem os melhores rodízios tem as melhores massas os melhores sushi as melhores lasanha..!!,"geral,comida"
Demora no atendimento cerveja quente refrigerante quente .. e hambúrguer salgado  resumindo péssimo,"bebida,serviço,comida"
Petisco bem quentinho e delicioso ao ponto !,comida
"Melhor pizzaria de toda Manaus, sabores excelentes, o que vc pede vc recebe.","geral,comida"
Experiência única e não sei se encontrarei um local neste país com qualidade superior.,geral
Péssima experiência!,geral
"A tapioca com preço absurdo, café fraco.","bebida,preço"
"Atendimento excelente, carta de vinhos muito boa.","bebida,serviço"
Mas os petiscos são ótimos e a cerveja geladissima,"bebida,comida"
Muita diversão e bons petiscos,"geral,comida"
Otimo lugar para tomar aquela cerveja geladíssima.,bebida
"Café delicioso, recomendo.",bebida
Em Manaus é o melhor café regional...,bebida
Boa programação musical.,ambiente
"Gostei da ideia do buffet  livre com porção de carne individual, uma boa porção é muito gostosa.",comida
Lugar para você relaxar tomar aquela cerveja gelada comer aquele petisco de carne seca e comer aquele tambaqui assado na hora com a família ou amigos,"bebida,comida"
"Sempre é uma excelente opção, pratos muito bem preparados, que fogem do básico e dão uma experiência gastronômica excelente.",bebida
amo delicioso,bebida
"Rodízio de pizzas, massas e petiscos maravilhoso, e o atendimento é ótimo! ?",bebida
"O novo sistema de bebidas também não é legal, pois não está incluso no rodízio.",bebida
"Fomos a pizzaria pela boa avaliação desse site, mas não tivemos uma experiência boa: pizza crua, sem molho, massa sem tempero, pepperoni sem gosto e catupiry de marca genérica.",bebida
"Ótimo bar local para um lanche rápido, com cervejas locais e conversar com pessoas locais agradáveis!","comida,bebida,ambiente"
"Clima agradavel, e muita gente bonita",ambiente
"Excelente, atendimento impecável, ambiente bonito, banheiro limpíssimo,  ótima música, carta de vinhos extensa, e os pratos então,  dos Deuses.","bebida,geral,serviço,ambiente,comida"
"O preço não é tão razoável, mas vale a pena pela experiência gastronômica.","preço,comida"
"Cerveja muito gelada, coámida maravilhosa a banana frita sem comentário Nossa tudo de bom.","bebida,comida"
Só demorei um pouco pra conseguir pagar mas fora isso foi uma boa experiência.,"serviço,geral"
"Café maravilhoso,  bolos, tapioca com tucumã, misto.","bebida,comida"
Comida muito boa excelente experiência,"comida,geral"
"O atendimento é o diferencial, fomos muitíssimos bem atendidos pelo Ferreira, gente boa, que nos indicou a torta de banana como sobremesa.",serviço
E café americano ?,outros
Uma boa pedida para quem quer experimentar um pouco mais da comida oriental é passar em uma das franquias da China in box em manaus no bairro da cachoeirinha.,comida
"Música maravilhosa, cardápio super completo, gente bonita e atendimento top.","ambiente,comida,serviço"
"Grande variedades de Buffet, local super agradável, colaboradores super educados , animados e uma grande variedade de cortes.","comida,geral,serviço,ambiente"
"Comida mais ou menos pro preço que é cobrado, nas padarias o café regional é bem melhor.","comida,preço"
"Ótimo restaurante, boa pedida para confraternizações.",geral
"Péssima experiência,  buffet  pobre, carnes duras, poucas guarnições, não recomendo,além disso, preço caro, pelo custo x benefício!","geral,comida,preço"
"Boa comida, mas o joelho de porco que pedi chegou quase em temperatura ambiente e ficou menos saboroso.",comida
"Muito bom , cerveja geladinha e vários petiscos","bebida,comida"
"Nota 2, péssima experiência, atendimento péssimo, demorado, comida nada demais, passei vergonha com meus amigos de fora.","geral,serviço,comida"
Um ambiente top com atendimento de primeira e com pratos de frutos do mar deliciosos acompanhado com um bom vinho,"bebida,ambiente,serviço,comida"
Se quiser gastar um pouco mas comer num ótimo ambiente com carnes nobres.,"preço,comida"
"Carnes saborosas e suculentas, tipicas da culinária gaúcha!",comida
"São servidas diversas opções com os peixes da região, além de sucos saborosos.","bebida,comida"
"Excepcional, tudo de bom, temático,cerveja hiper gelada e comida saborosa","bebida,geral,comida"
otima opçao em manaus.,geral
o melhor café Don't incrível,bebida
"Presencialmente, nunca passei por uma experiência ruim lá.",geral
Música boa.. cerveja gelada.,"bebida,ambiente"
"Ual, amo café com tapioca e castanha, e lá tem uma maravilhosa, para fãs de café ótimo local a ser visitado diversos tipos de bolos com pouco glúten..","bebida,comida"
Preços acessíveis pizza todos sabores muito bom,preço
"Lugar agradável, café regional delicioso ?","bebida,geral"
"Ótimo lugar, preço bom e tive uma experiência muito boa na primeira vez que fui.","geral,preço"
Hambúrguer delicioso!!,comida
"Otimas refeições, as sobremesas sao maravilhosas, atendimento muito bacana e cerveja sempre gelada","bebida,comida,serviço"
Erick é muito gente boa e o Guilherme também,serviço
Ótima experiência e comida boa ?,"geral,comida"
Opçao segura para quem tem poucos dias na capital amazonense e quer levar boa lembrança culinária da cidade.,geral
Uma verdadeira experiência culinária!,comida
